Date,Time,Latitude (CCTV),Longitude (CCTV),Station ID,CO,NO2,O3,SO2,PM2.5,PM10,US EPA Index,Temperature (C),Humidity (%),Wind Speed (km/h),Precipitation (mm)
6/7/2025,17:00-18:00,18.8112,98.9950736,PER-16-002,759.2603827,8.641229863,92.82039233,8.371696821,14.76166483,16.06310622,1.002662609,28.48928819,74.07630825,3.213071971,0.651862248
6/7/2025,08:00-09:00,18.62558,99.048589,PER-16-008,2318.77079,54.34588174,7.433868233,13.10947574,20.00832609,20.55144257,1.967731929,25.11619942,88.94985486,4.024119213,0.198423683
6/7/2025,12:00-13:00,18.62558,99.048589,PER-16-008,1174.527636,33.02836932,24.27653073,10.31788921,12.68288099,13.04622346,1.003513561,28.96249123,68.35871721,7.549134364,0.118368328
6/7/2025,17:00-18:00,18.62558,99.048589,PER-16-008,746.6474305,8.532823288,92.51808935,8.834037505,14.76888248,16.09473585,1.018922849,28.45112433,74.41578038,3.291111763,0.666212768
6/7/2025,08:00-09:00,13.4969787,100.8492719,PER-16-012,455.4158344,60.92593721,12.38516446,15.99629339,25.73912619,28.41557637,1.967515499,28.50518895,67.90931808,12.87852159,0.000655257
6/7/2025,12:00-13:00,13.4969787,100.8492719,PER-16-012,789.507891,30.12944807,22.84402961,9.165995716,15.44602761,16.53594994,1.146064887,31.15602369,58.23532689,15.41554781,0.001310514
6/7/2025,17:00-18:00,13.4969787,100.8492719,PER-16-012,375.9938897,13.63359593,65.39454635,9.693861955,17.26987875,27.99546512,1.822969733,29.57081595,68.94975591,17.47405215,0.43603637
6/7/2025,08:00-09:00,12.7418599,100.9907514,PER-16-014,182.8691926,5.168282517,37.66065935,0.907008655,2.509395808,3.485488638,1.011385846,28.53183766,72.66465831,22.05497156,0.002483068
6/7/2025,08:00-09:00,12.8038996,101.145822,PER-16-016,186.5819789,6.044727974,37.07446533,1.26282702,3.107296031,4.169564825,1.033109786,28.56254679,72.36743614,21.57786531,0.006822063
6/7/2025,12:00-13:00,12.7418599,100.9907514,PER-16-014,193.4643762,5.976558316,39.65612431,1.39149507,2.762191099,4.062762628,1.005962061,29.67764954,67.95573411,22.99379076,0.004696865
6/7/2025,12:00-13:00,12.8038996,101.145822,PER-16-016,204.2014241,6.479287816,39.00623465,1.669420776,3.187128471,4.499824709,1.021976558,29.74345418,67.64010071,22.64891908,0.012902599
6/7/2025,17:00-18:00,12.7418599,100.9907514,PER-16-014,191.7249276,1.434946827,56.24299775,1.047183305,8.294006078,18.69392935,1.003537601,28.86151354,74.30433638,23.22098181,0.316811184
6/7/2025,17:00-18:00,12.8038996,101.145822,PER-16-016,195.8782943,1.666477924,56.68281708,1.269979933,8.576471676,19.06798307,1.011133228,28.90066982,74.03521438,22.96622833,0.332397673
6/7/2025,08:00-09:00,11.9459875,99.8244911,PER-18-001,180.5245704,2.590632192,39.37741309,0.663094792,3.313266375,5.124788155,1.015228402,26.90136864,77.41678919,13.09494887,0.018743553
